Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
CA,CHINO VALLEY UNIFIED,CA,BOYS REPUBLIC HIGH,060846000832,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CHINO VALLEY UNIFIED,CA,BOYS REPUBLIC HIGH,060846000832,2009,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CHINO VALLEY UNIFIED,CA,BOYS REPUBLIC HIGH,060846000832,2009,Total Enrollment (Secondary Schools),M,0.00,,5.00,0.00,75.00,35.00,10.00,0.00,120.00,40.00,30.00
CA,CHINO VALLEY UNIFIED,CA,BOYS REPUBLIC HIGH,060846000832,2009,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CHINO VALLEY UNIFIED,CA,BUENA VISTA CONTINUATION HIGH,060846000833,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CHINO VALLEY UNIFIED,CA,BUENA VISTA CONTINUATION HIGH,060846000833,2009,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CHINO VALLEY UNIFIED,CA,BUENA VISTA CONTINUATION HIGH,060846000833,2009,Total Enrollment (Secondary Schools),M,0.00,,10.00,0.00,95.00,5.00,25.00,0.00,135.00,15.00,30.00
CA,CHINO VALLEY UNIFIED,CA,BUENA VISTA CONTINUATION HIGH,060846000833,2009,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,80.00,5.00,15.00,0.00,100.00,10.00,15.00
CA,ANTELOPE VALLEY UNION HIGH,CA,HIGHLAND HIGH,060282009515,2011,Took SAT or ACT during school year,M,2.00,,26.00,2.00,41.00,26.00,41.00,0.00,138.00,2.00,8.00
CA,ANTELOPE VALLEY UNION HIGH,CA,HIGHLAND HIGH,060282009515,2011,Took SAT or ACT during school year,F,2.00,,26.00,2.00,92.00,41.00,44.00,2.00,209.00,2.00,11.00
CA,ANTELOPE VALLEY UNION HIGH,CA,HIGHLAND HIGH,060282009515,2011,Total Enrollment (Secondary Schools),M,11.00,,98.00,5.00,842.00,260.00,353.00,23.00,1592.00,277.00,170.00
CA,ANTELOPE VALLEY UNION HIGH,CA,HIGHLAND HIGH,060282009515,2011,Total Enrollment (Secondary Schools),F,11.00,,89.00,2.00,890.00,269.00,317.00,17.00,1595.00,154.00,116.00
CA,ANTELOPE VALLEY UNION HIGH,CA,LITTLEROCK HIGH,060282009516,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,2.00,2.00,2.00,0.00,6.00,2.00,0.00
CA,ANTELOPE VALLEY UNION HIGH,CA,LITTLEROCK HIGH,060282009516,2011,Took SAT or ACT during school year,F,0.00,,2.00,0.00,32.00,0.00,5.00,0.00,39.00,0.00,2.00
CA,ANTELOPE VALLEY UNION HIGH,CA,LITTLEROCK HIGH,060282009516,2011,Total Enrollment (Secondary Schools),M,2.00,,5.00,0.00,608.00,80.00,152.00,11.00,858.00,160.00,248.00
CA,ANTELOPE VALLEY UNION HIGH,CA,LITTLEROCK HIGH,060282009516,2011,Total Enrollment (Secondary Schools),F,2.00,,8.00,2.00,590.00,74.00,122.00,8.00,806.00,91.00,191.00
CA,ANTELOPE VALLEY UNION HIGH,CA,R. REX PARRIS HIGH,060282010514,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,ANTELOPE VALLEY UNION HIGH,CA,R. REX PARRIS HIGH,060282010514,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,ANTELOPE VALLEY UNION HIGH,CA,R. REX PARRIS HIGH,060282010514,2011,Total Enrollment (Secondary Schools),M,2.00,,2.00,0.00,230.00,50.00,17.00,2.00,303.00,34.00,95.00
CA,ANTELOPE VALLEY UNION HIGH,CA,R. REX PARRIS HIGH,060282010514,2011,Total Enrollment (Secondary Schools),F,0.00,,2.00,0.00,128.00,29.00,8.00,2.00,169.00,4.00,53.00
CA,ANTELOPE VALLEY UNION HIGH,CA,EASTSIDE HIGH,060282010823,2011,Took SAT or ACT during school year,M,2.00,,2.00,0.00,65.00,23.00,11.00,0.00,103.00,2.00,5.00
CA,ANTELOPE VALLEY UNION HIGH,CA,EASTSIDE HIGH,060282010823,2011,Took SAT or ACT during school year,F,0.00,,5.00,2.00,131.00,44.00,23.00,0.00,205.00,2.00,26.00
CA,ANTELOPE VALLEY UNION HIGH,CA,EASTSIDE HIGH,060282010823,2011,Total Enrollment (Secondary Schools),M,8.00,,20.00,2.00,671.00,362.00,158.00,8.00,1229.00,196.00,161.00
CA,ANTELOPE VALLEY UNION HIGH,CA,EASTSIDE HIGH,060282010823,2011,Total Enrollment (Secondary Schools),F,8.00,,23.00,2.00,653.00,371.00,134.00,8.00,1199.00,127.00,128.00
CA,ANTELOPE VALLEY UNION HIGH,CA,WILLIAM J. (PETE) KNIGHT HIGH,060282011346,2011,Took SAT or ACT during school year,M,0.00,,8.00,0.00,107.00,23.00,14.00,2.00,154.00,2.00,5.00
CA,ANTELOPE VALLEY UNION HIGH,CA,WILLIAM J. (PETE) KNIGHT HIGH,060282011346,2011,Took SAT or ACT during school year,F,0.00,,14.00,2.00,152.00,29.00,17.00,2.00,216.00,2.00,11.00
CA,ANTELOPE VALLEY UNION HIGH,CA,WILLIAM J. (PETE) KNIGHT HIGH,060282011346,2011,Total Enrollment (Secondary Schools),M,5.00,,41.00,2.00,1238.00,278.00,149.00,20.00,1733.00,301.00,269.00
CA,ANTELOPE VALLEY UNION HIGH,CA,WILLIAM J. (PETE) KNIGHT HIGH,060282011346,2011,Total Enrollment (Secondary Schools),F,5.00,,29.00,5.00,1205.00,290.00,128.00,23.00,1685.00,178.00,221.00
CA,ANTELOPE VALLEY UNION HIGH,CA,SOAR HIGH (STUDENTS ON ACADEMIC RISE),060282011610,2011,Took SAT or ACT during school year,M,0.00,,2.00,0.00,14.00,2.00,8.00,0.00,26.00,0.00,0.00
CA,ANTELOPE VALLEY UNION HIGH,CA,SOAR HIGH (STUDENTS ON ACADEMIC RISE),060282011610,2011,Took SAT or ACT during school year,F,0.00,,2.00,0.00,11.00,5.00,8.00,0.00,26.00,2.00,0.00
CA,ANTELOPE VALLEY UNION HIGH,CA,SOAR HIGH (STUDENTS ON ACADEMIC RISE),060282011610,2011,Total Enrollment (Secondary Schools),M,0.00,,8.00,0.00,68.00,17.00,29.00,5.00,127.00,<=2,0.00
CA,ANTELOPE VALLEY UNION HIGH,CA,SOAR HIGH (STUDENTS ON ACADEMIC RISE),060282011610,2011,Total Enrollment (Secondary Schools),F,2.00,,8.00,2.00,98.00,29.00,53.00,2.00,194.00,<=2,2.00
CA,ANTELOPE VALLEY UNION HIGH,CA,LOS ANGELES CO ONLINE HIGH,060282012172,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,ANTELOPE VALLEY UNION HIGH,CA,LOS ANGELES CO ONLINE HIGH,060282012172,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,ANTELOPE VALLEY UNION HIGH,CA,LOS ANGELES CO ONLINE HIGH,060282012172,2011,Total Enrollment (Secondary Schools),M,2.00,,8.00,2.00,59.00,29.00,80.00,2.00,182.00,10.00,8.00
CA,ANTELOPE VALLEY UNION HIGH,CA,LOS ANGELES CO ONLINE HIGH,060282012172,2011,Total Enrollment (Secondary Schools),F,2.00,,14.00,2.00,83.00,32.00,95.00,2.00,230.00,16.00,14.00
CA,CORCORAN JOINT UNIFIED,CA,MISSION COMMUNITY DAY,060969012716,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORCORAN JOINT UNIFIED,CA,MISSION COMMUNITY DAY,060969012716,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORCORAN JOINT UNIFIED,CA,MISSION COMMUNITY DAY,060969012716,2011,Total Enrollment (Secondary Schools),M,2.00,,0.00,0.00,11.00,2.00,2.00,0.00,17.00,4.00,5.00
CA,CORCORAN JOINT UNIFIED,CA,MISSION COMMUNITY DAY,060969012716,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,2.00,0.00,0.00,0.00,2.00,<=2,0.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CENTENNIAL CONTINUATION HIGH,060981001043,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CENTENNIAL CONTINUATION HIGH,060981001043,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CENTENNIAL CONTINUATION HIGH,060981001043,2011,Total Enrollment (Secondary Schools),M,0.00,,2.00,2.00,17.00,2.00,20.00,2.00,45.00,4.00,11.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CENTENNIAL CONTINUATION HIGH,060981001043,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,5.00,0.00,14.00,0.00,19.00,<=2,2.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CORNING HIGH SCHOOL,060981001044,2011,Took SAT or ACT during school year,M,5.00,,0.00,0.00,14.00,0.00,17.00,0.00,36.00,0.00,0.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CORNING HIGH SCHOOL,060981001044,2011,Took SAT or ACT during school year,F,0.00,,5.00,0.00,32.00,2.00,17.00,0.00,56.00,0.00,0.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CORNING HIGH SCHOOL,060981001044,2011,Total Enrollment (Secondary Schools),M,11.00,,2.00,2.00,257.00,5.00,212.00,5.00,494.00,64.00,50.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CORNING HIGH SCHOOL,060981001044,2011,Total Enrollment (Secondary Schools),F,5.00,,8.00,0.00,260.00,2.00,203.00,2.00,480.00,25.00,53.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CORNING-CENTER ALTERNATIVE LRN,060981007460,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CORNING-CENTER ALTERNATIVE LRN,060981007460,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CORNING-CENTER ALTERNATIVE LRN,060981007460,2011,Total Enrollment (Secondary Schools),M,0.00,,2.00,0.00,5.00,0.00,2.00,0.00,9.00,<=2,5.00
CA,CORNING UNION HIGH SCHOOL DISTRICT,CA,CORNING-CENTER ALTERNATIVE LRN,060981007460,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,<=2,0.00
CA,CORONA-NORCO UNIFIED,CA,LEE V. POLLARD HIGH,060985000853,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORONA-NORCO UNIFIED,CA,LEE V. POLLARD HIGH,060985000853,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORONA-NORCO UNIFIED,CA,LEE V. POLLARD HIGH,060985000853,2011,Total Enrollment (Secondary Schools),M,2.00,,5.00,14.00,326.00,26.00,110.00,5.00,488.00,40.00,47.00
CA,CORONA-NORCO UNIFIED,CA,LEE V. POLLARD HIGH,060985000853,2011,Total Enrollment (Secondary Schools),F,2.00,,2.00,8.00,260.00,20.00,44.00,2.00,338.00,28.00,35.00
CA,CORONA-NORCO UNIFIED,CA,CORONA VISTA HIGH,060985000905,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORONA-NORCO UNIFIED,CA,CORONA VISTA HIGH,060985000905,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CORONA-NORCO UNIFIED,CA,CORONA VISTA HIGH,060985000905,2011,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,<=2,0.00
CA,CORONA-NORCO UNIFIED,CA,CORONA VISTA HIGH,060985000905,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,14.00,2.00,0.00,0.00,16.00,<=2,5.00
CA,ALVORD UNIFIED,CA,NORTE VISTA HIGH,060243000137,2013,Took SAT or ACT during school year,M,0.00,,5.00,0.00,41.00,2.00,2.00,0.00,50.00,0.00,5.00
CA,ALVORD UNIFIED,CA,NORTE VISTA HIGH,060243000137,2013,Took SAT or ACT during school year,F,0.00,,2.00,0.00,77.00,2.00,8.00,2.00,91.00,2.00,11.00
CA,ALVORD UNIFIED,CA,NORTE VISTA HIGH,060243000137,2013,Total Enrollment (Secondary Schools),M,2.00,,23.00,0.00,956.00,20.00,83.00,5.00,1089.00,130.00,410.00
CA,ALVORD UNIFIED,CA,NORTE VISTA HIGH,060243000137,2013,Total Enrollment (Secondary Schools),F,2.00,,20.00,2.00,983.00,14.00,68.00,8.00,1097.00,70.00,377.00
CA,ALVORD UNIFIED,CA,Alvord Alternative Continuation High,060243099998,2013,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,ALVORD UNIFIED,CA,Alvord Alternative Continuation High,060243099998,2013,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,ALVORD UNIFIED,CA,Alvord Alternative Continuation High,060243099998,2013,Total Enrollment (Secondary Schools),M,2.00,,0.00,2.00,65.00,2.00,8.00,2.00,81.00,<=2,44.00
CA,ALVORD UNIFIED,CA,Alvord Alternative Continuation High,060243099998,2013,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,44.00,2.00,5.00,2.00,53.00,<=2,23.00
CA,AMADOR COUNTY UNIFIED,CA,NORTH STAR INDEPENDENT STUDY,060245006975,2013,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,NORTH STAR INDEPENDENT STUDY,060245006975,2013,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,NORTH STAR INDEPENDENT STUDY,060245006975,2013,Total Enrollment (Secondary Schools),M,0.00,,2.00,0.00,2.00,0.00,29.00,5.00,38.00,7.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,NORTH STAR INDEPENDENT STUDY,060245006975,2013,Total Enrollment (Secondary Schools),F,5.00,,0.00,0.00,8.00,0.00,29.00,0.00,42.00,4.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,INDEPENDENCE HIGH (CONTINUATION),060245008785,2013,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,INDEPENDENCE HIGH (CONTINUATION),060245008785,2013,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,INDEPENDENCE HIGH (CONTINUATION),060245008785,2013,Total Enrollment (Secondary Schools),M,2.00,,0.00,0.00,11.00,0.00,23.00,0.00,36.00,4.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,INDEPENDENCE HIGH (CONTINUATION),060245008785,2013,Total Enrollment (Secondary Schools),F,5.00,,0.00,0.00,8.00,0.00,11.00,2.00,26.00,4.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,AMADOR HIGH,060245008786,2013,Took SAT or ACT during school year,M,2.00,,2.00,0.00,5.00,0.00,32.00,0.00,41.00,2.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,AMADOR HIGH,060245008786,2013,Took SAT or ACT during school year,F,2.00,,2.00,0.00,8.00,2.00,47.00,5.00,66.00,0.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,AMADOR HIGH,060245008786,2013,Total Enrollment (Secondary Schools),M,8.00,,8.00,0.00,38.00,2.00,245.00,23.00,324.00,28.00,2.00
CA,AMADOR COUNTY UNIFIED,CA,AMADOR HIGH,060245008786,2013,Total Enrollment (Secondary Schools),F,5.00,,8.00,2.00,62.00,2.00,239.00,29.00,347.00,25.00,2.00
CA,AMADOR COUNTY UNIFIED,CA,ARGONAUT HIGH,060245008787,2013,Took SAT or ACT during school year,M,2.00,,2.00,0.00,2.00,0.00,23.00,2.00,31.00,0.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,ARGONAUT HIGH,060245008787,2013,Took SAT or ACT during school year,F,0.00,,2.00,0.00,2.00,0.00,29.00,2.00,35.00,0.00,0.00
CA,AMADOR COUNTY UNIFIED,CA,ARGONAUT HIGH,060245008787,2013,Total Enrollment (Secondary Schools),M,8.00,,5.00,2.00,41.00,2.00,200.00,17.00,275.00,16.00,2.00
CA,AMADOR COUNTY UNIFIED,CA,ARGONAUT HIGH,060245008787,2013,Total Enrollment (Secondary Schools),F,8.00,,2.00,0.00,44.00,2.00,185.00,20.00,261.00,16.00,0.00
CA,ANAHEIM UNION HIGH,CA,ANAHEIM HIGH,060263000169,2013,Took SAT or ACT during school year,M,0.00,,2.00,2.00,53.00,0.00,2.00,0.00,59.00,0.00,8.00
CA,ANAHEIM UNION HIGH,CA,ANAHEIM HIGH,060263000169,2013,Took SAT or ACT during school year,F,0.00,,2.00,0.00,89.00,2.00,2.00,0.00,95.00,0.00,8.00
CA,ANAHEIM UNION HIGH,CA,ANAHEIM HIGH,060263000169,2013,Total Enrollment (Secondary Schools),M,5.00,,35.00,5.00,1427.00,14.00,59.00,8.00,1553.00,148.00,470.00
CA,ANAHEIM UNION HIGH,CA,ANAHEIM HIGH,060263000169,2013,Total Enrollment (Secondary Schools),F,5.00,,32.00,2.00,1460.00,11.00,38.00,11.00,1559.00,82.00,401.00
CA,CLOVIS UNIFIED,CA,CLOVIS WEST HIGH,060903000906,2013,Took SAT or ACT during school year,M,2.00,,38.00,2.00,44.00,8.00,98.00,0.00,192.00,2.00,5.00
CA,CLOVIS UNIFIED,CA,CLOVIS WEST HIGH,060903000906,2013,Took SAT or ACT during school year,F,2.00,,41.00,2.00,53.00,11.00,131.00,0.00,240.00,2.00,2.00
CA,CLOVIS UNIFIED,CA,CLOVIS WEST HIGH,060903000906,2013,Total Enrollment (Secondary Schools),M,11.00,,128.00,20.00,380.00,65.00,461.00,0.00,1065.00,97.00,41.00
CA,CLOVIS UNIFIED,CA,CLOVIS WEST HIGH,060903000906,2013,Total Enrollment (Secondary Schools),F,20.00,,104.00,26.00,377.00,47.00,512.00,0.00,1086.00,58.00,20.00
CA,CLOVIS UNIFIED,CA,GATEWAY HIGH (CONTINUATION),060903000910,2013,Took SAT or ACT during school year,M,0.00,,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00
CA,CLOVIS UNIFIED,CA,GATEWAY HIGH (CONTINUATION),060903000910,2013,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CLOVIS UNIFIED,CA,GATEWAY HIGH (CONTINUATION),060903000910,2013,Total Enrollment (Secondary Schools),M,5.00,,11.00,2.00,59.00,11.00,53.00,0.00,141.00,16.00,11.00
CA,CLOVIS UNIFIED,CA,GATEWAY HIGH (CONTINUATION),060903000910,2013,Total Enrollment (Secondary Schools),F,5.00,,5.00,0.00,38.00,14.00,32.00,0.00,94.00,10.00,5.00
CA,CLOVIS UNIFIED,CA,CLOVIS EAST HIGH,060903007959,2013,Took SAT or ACT during school year,M,2.00,,44.00,5.00,38.00,2.00,32.00,0.00,123.00,2.00,5.00
CA,CLOVIS UNIFIED,CA,CLOVIS EAST HIGH,060903007959,2013,Took SAT or ACT during school year,F,2.00,,74.00,5.00,38.00,8.00,50.00,0.00,177.00,2.00,8.00
CA,CLOVIS UNIFIED,CA,CLOVIS EAST HIGH,060903007959,2013,Total Enrollment (Secondary Schools),M,14.00,,254.00,32.00,371.00,38.00,314.00,2.00,1025.00,100.00,71.00
CA,CLOVIS UNIFIED,CA,CLOVIS EAST HIGH,060903007959,2013,Total Enrollment (Secondary Schools),F,17.00,,248.00,26.00,374.00,35.00,347.00,2.00,1049.00,43.00,53.00
CA,CLOVIS UNIFIED,CA,ENTERPRISE ALTERNATIVE,060903009760,2013,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CLOVIS UNIFIED,CA,ENTERPRISE ALTERNATIVE,060903009760,2013,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CLOVIS UNIFIED,CA,ENTERPRISE ALTERNATIVE,060903009760,2013,Total Enrollment (Secondary Schools),M,2.00,,2.00,2.00,17.00,2.00,17.00,0.00,42.00,10.00,2.00
CA,CLOVIS UNIFIED,CA,ENTERPRISE ALTERNATIVE,060903009760,2013,Total Enrollment (Secondary Schools),F,2.00,,2.00,2.00,23.00,2.00,29.00,0.00,60.00,7.00,2.00
CA,CLOVIS UNIFIED,CA,CLOVIS COMMUNITY DAY SECONDARY,060903011586,2013,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CLOVIS UNIFIED,CA,CLOVIS COMMUNITY DAY SECONDARY,060903011586,2013,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CLOVIS UNIFIED,CA,CLOVIS COMMUNITY DAY SECONDARY,060903011586,2013,Total Enrollment (Secondary Schools),M,0.00,,5.00,2.00,20.00,8.00,23.00,0.00,58.00,13.00,2.00
CA,CLOVIS UNIFIED,CA,CLOVIS COMMUNITY DAY SECONDARY,060903011586,2013,Total Enrollment (Secondary Schools),F,0.00,,0.00,2.00,11.00,0.00,2.00,0.00,15.00,4.00,2.00
CA,CLOVIS UNIFIED,CA,CLOVIS NORTH HIGH,060903011855,2013,Took SAT or ACT during school year,M,2.00,,38.00,11.00,38.00,8.00,119.00,0.00,216.00,5.00,2.00
CA,CLOVIS UNIFIED,CA,CLOVIS NORTH HIGH,060903011855,2013,Took SAT or ACT during school year,F,0.00,,44.00,11.00,47.00,5.00,146.00,2.00,255.00,2.00,0.00
CA,CLOVIS UNIFIED,CA,CLOVIS NORTH HIGH,060903011855,2013,Total Enrollment (Secondary Schools),M,8.00,,173.00,50.00,233.00,50.00,626.00,5.00,1145.00,109.00,29.00
CA,CLOVIS UNIFIED,CA,CLOVIS NORTH HIGH,060903011855,2013,Total Enrollment (Secondary Schools),F,5.00,,161.00,41.00,245.00,44.00,590.00,2.00,1088.00,52.00,14.00
CA,CLOVIS UNIFIED,CA,CLOVIS ONLINE CHARTER,060903012267,2013,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CLOVIS UNIFIED,CA,CLOVIS ONLINE CHARTER,060903012267,2013,Took SAT or ACT during school year,F,0.00,,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
CA,CLOVIS UNIFIED,CA,CLOVIS ONLINE CHARTER,060903012267,2013,Total Enrollment (Secondary Schools),M,2.00,,8.00,2.00,62.00,8.00,101.00,2.00,185.00,10.00,5.00
CA,CLOVIS UNIFIED,CA,CLOVIS ONLINE CHARTER,060903012267,2013,Total Enrollment (Secondary Schools),F,2.00,,8.00,2.00,71.00,8.00,95.00,0.00,186.00,13.00,11.00
CA,Bishop Unified,CA,Bishop Union High,060140900491,2015,Took SAT or ACT during school year,M,2.00,,2.00,0.00,5.00,0.00,23.00,0.00,32.00,2.00,0.00
CA,Bishop Unified,CA,Bishop Union High,060140900491,2015,Took SAT or ACT during school year,F,11.00,,2.00,0.00,20.00,0.00,35.00,0.00,68.00,0.00,0.00
CA,Bishop Unified,CA,Bishop Union High,060140900491,2015,Total Enrollment (Secondary Schools),M,38.00,,8.00,2.00,98.00,2.00,146.00,0.00,294.00,43.00,11.00
CA,Bishop Unified,CA,Bishop Union High,060140900491,2015,Total Enrollment (Secondary Schools),F,47.00,,5.00,2.00,113.00,2.00,107.00,0.00,276.00,13.00,8.00
CA,Bishop Unified,CA,Palisade Glacier High (Continuation),060140909310,2015,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,Bishop Unified,CA,Palisade Glacier High (Continuation),060140909310,2015,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,Bishop Unified,CA,Palisade Glacier High (Continuation),060140909310,2015,Total Enrollment (Secondary Schools),M,2.00,,0.00,0.00,2.00,0.00,5.00,0.00,9.00,<=2,0.00
CA,Bishop Unified,CA,Palisade Glacier High (Continuation),060140909310,2015,Total Enrollment (Secondary Schools),F,2.00,,0.00,0.00,5.00,0.00,8.00,0.00,15.00,<=2,0.00
CA,Bishop Unified,CA,Bishop Independent Study,060140912412,2015,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,Bishop Unified,CA,Bishop Independent Study,060140912412,2015,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,Bishop Unified,CA,Bishop Independent Study,060140912412,2015,Total Enrollment (Secondary Schools),M,2.00,,0.00,0.00,5.00,0.00,8.00,0.00,15.00,<=2,0.00
CA,Bishop Unified,CA,Bishop Independent Study,060140912412,2015,Total Enrollment (Secondary Schools),F,2.00,,0.00,0.00,2.00,2.00,5.00,0.00,11.00,<=2,0.00
CA,California Education Authority (CEA) Headquarters,CA,Pine Grove Camp High School,060142207486,2015,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,California Education Authority (CEA) Headquarters,CA,Pine Grove Camp High School,060142207486,2015,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,California Education Authority (CEA) Headquarters,CA,Pine Grove Camp High School,060142207486,2015,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,14.00,8.00,2.00,0.00,24.00,4.00,2.00
CA,California Education Authority (CEA) Headquarters,CA,Pine Grove Camp High School,060142207486,2015,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,<=2,0.00
CA,California Education Authority (CEA) Headquarters,CA,Johanna Boss High,060142207737,2015,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,California Education Authority (CEA) Headquarters,CA,Johanna Boss High,060142207737,2015,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
